event_count,game_time,num_unique_days,elapsed_days,last_world,last_assessment,unique_game_sessions,activity_ct,game_ct,assessment_ct,clip_ct,event_2000_ct,event_2010_ct,event_2020_ct,event_2025_ct,event_2030_ct,event_2035_ct,event_2040_ct,event_2050_ct,event_2060_ct,event_2070_ct,event_2075_ct,event_2080_ct,event_2081_ct,event_2083_ct,event_3010_ct,event_3020_ct,event_3021_ct,event_3110_ct,event_3120_ct,event_3121_ct,event_4010_ct,event_4020_ct,event_4021_ct,event_4022_ct,event_4025_ct,event_4030_ct,event_4031_ct,event_4035_ct,event_4040_ct,event_4045_ct,event_4050_ct,event_4070_ct,event_4080_ct,event_4090_ct,event_4095_ct,event_4100_ct,event_4110_ct,event_4220_ct,event_4230_ct,event_4235_ct,event_5000_ct,event_5010_ct,Bird Measurer (Assessment),Mushroom Sorter (Assessment),Cauldron Filler (Assessment),Chest Sorter (Assessment),Cart Balancer (Assessment)
3057,3799,4,37,CRYSTALCAVES,Cart Balancer (Assessment),75,879.0,1743.0,399.0,36.0,75.0,6.0,117.0,11.0,102.0,5.0,13.0,12.0,8.0,7.0,1.0,11.0,0.0,11.0,375.0,81.0,83.0,369.0,78.0,79.0,18.0,306.0,246.0,21.0,65.0,290.0,7.0,50.0,20.0,4.0,1.0,524.0,0.0,12.0,5.0,16.0,10.0,0.0,0.0,0.0,9.0,9.0,118.0,107.0,69.0,64.0,41.0
22,22,1,0,CRYSTALCAVES,Cart Balancer (Assessment),6,0.0,0.0,17.0,5.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
493,723,2,7,CRYSTALCAVES,Chest Sorter (Assessment),12,418.0,0.0,68.0,7.0,12.0,1.0,33.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,3.0,3.0,70.0,3.0,3.0,0.0,66.0,15.0,0.0,8.0,106.0,0.0,15.0,3.0,0.0,0.0,46.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,40.0,0.0
450,679,2,7,MAGMAPEAK,Cauldron Filler (Assessment),8,418.0,0.0,28.0,4.0,8.0,1.0,32.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,3.0,67.0,0.0,3.0,0.0,65.0,15.0,0.0,1.0,95.0,0.0,15.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
278,240,1,0,TREETOPCITY,Mushroom Sorter (Assessment),12,217.0,0.0,53.0,8.0,12.0,0.0,8.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,3.0,40.0,1.0,3.0,0.0,32.0,11.0,0.0,3.0,52.0,0.0,9.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0
484,410,1,0,TREETOPCITY,Bird Measurer (Assessment),17,330.0,0.0,143.0,11.0,17.0,0.0,9.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,5.0,3.0,82.0,5.0,3.0,0.0,32.0,11.0,0.0,38.0,90.0,0.0,12.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,90.0,53.0,0.0,0.0,0.0
482,596,1,0,TREETOPCITY,Mushroom Sorter (Assessment),11,70.0,373.0,32.0,7.0,11.0,1.0,13.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,16.0,34.0,4.0,16.0,1.0,72.0,0.0,0.0,4.0,77.0,0.0,5.0,0.0,0.0,0.0,167.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0
65,284,1,0,TREETOPCITY,Mushroom Sorter (Assessment),5,0.0,0.0,61.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0
805,916,1,0,TREETOPCITY,Mushroom Sorter (Assessment),17,344.0,378.0,77.0,6.0,17.0,2.0,27.0,2.0,23.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,95.0,8.0,23.0,93.0,7.0,23.0,5.0,83.0,11.0,10.0,16.0,97.0,7.0,8.0,3.0,1.0,0.0,209.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,38.0,39.0,0.0,0.0
559,669,1,0,MAGMAPEAK,Cauldron Filler (Assessment),11,182.0,334.0,39.0,4.0,11.0,1.0,23.0,1.0,20.0,1.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,70.0,8.0,17.0,69.0,7.0,17.0,4.0,48.0,11.0,0.0,1.0,51.0,7.0,7.0,3.0,1.0,0.0,149.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0
1113,1220,1,0,TREETOPCITY,Bird Measurer (Assessment),22,451.0,518.0,137.0,7.0,22.0,3.0,33.0,2.0,27.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0,1.0,164.0,13.0,26.0,161.0,12.0,26.0,7.0,90.0,11.0,10.0,32.0,123.0,7.0,13.0,3.0,1.0,0.0,283.0,0.0,0.0,0.0,4.0,6.0,16.0,0.0,0.0,0.0,0.0,60.0,38.0,39.0,0.0,0.0
34,37,1,0,CRYSTALCAVES,Cart Balancer (Assessment),4,0.0,0.0,31.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
375,244,1,0,MAGMAPEAK,Cauldron Filler (Assessment),10,0.0,0.0,369.0,6.0,10.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,3.0,11.0,4.0,3.0,0.0,76.0,0.0,0.0,11.0,119.0,0.0,11.0,21.0,0.0,0.0,77.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,297.0,31.0
438,292,1,0,TREETOPCITY,Mushroom Sorter (Assessment),15,0.0,0.0,428.0,10.0,15.0,3.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,7.0,15.0,4.0,7.0,0.0,79.0,0.0,0.0,14.0,127.0,0.0,11.0,26.0,0.0,0.0,94.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,41.0,297.0,31.0
332,208,1,0,CRYSTALCAVES,Chest Sorter (Assessment),7,0.0,0.0,328.0,4.0,7.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0,9.0,3.0,3.0,0.0,76.0,0.0,0.0,11.0,119.0,0.0,11.0,21.0,0.0,0.0,45.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,31.0
514,386,1,0,TREETOPCITY,Bird Measurer (Assessment),18,0.0,0.0,502.0,12.0,18.0,3.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,7.0,17.0,11.0,7.0,0.0,79.0,0.0,0.0,31.0,146.0,0.0,11.0,26.0,0.0,0.0,105.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,74.0,59.0,41.0,297.0,31.0
640,706,1,0,TREETOPCITY,Bird Measurer (Assessment),11,425.0,0.0,212.0,3.0,11.0,1.0,18.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,29.0,3.0,113.0,29.0,3.0,0.0,62.0,0.0,15.0,26.0,100.0,0.0,4.0,4.0,0.0,0.0,51.0,0.0,10.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,126.0,0.0,0.0
1138,1247,2,1,CRYSTALCAVES,Chest Sorter (Assessment),22,591.0,214.0,327.0,6.0,22.0,2.0,27.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,205.0,54.0,7.0,202.0,54.0,7.0,3.0,120.0,0.0,15.0,48.0,132.0,0.0,6.0,5.0,0.0,0.0,139.0,0.0,21.0,0.0,35.0,14.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,126.0,71.0,44.0
2226,2579,2,1,MAGMAPEAK,Cauldron Filler (Assessment),38,964.0,887.0,368.0,7.0,38.0,2.0,52.0,0.0,35.0,0.0,5.0,5.0,2.0,0.0,1.0,5.0,4.0,1.0,325.0,119.0,18.0,318.0,116.0,17.0,13.0,212.0,30.0,15.0,80.0,282.0,0.0,47.0,10.0,0.0,0.0,327.0,0.0,47.0,0.0,74.0,14.0,0.0,0.0,0.0,6.0,6.0,86.0,0.0,164.0,71.0,47.0
943,997,1,0,CRYSTALCAVES,Cart Balancer (Assessment),17,534.0,148.0,256.0,5.0,17.0,1.0,23.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,176.0,41.0,5.0,173.0,41.0,5.0,2.0,102.0,0.0,15.0,34.0,116.0,0.0,4.0,4.0,0.0,0.0,115.0,0.0,15.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,126.0,0.0,44.0
298,316,2,3,TREETOPCITY,Bird Measurer (Assessment),9,206.0,0.0,87.0,5.0,9.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,5.0,42.0,1.0,5.0,0.0,44.0,0.0,15.0,17.0,67.0,0.0,1.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,44.0,0.0,0.0,0.0
254,269,2,3,TREETOPCITY,Mushroom Sorter (Assessment),7,206.0,0.0,44.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,4.0,38.0,1.0,4.0,0.0,41.0,0.0,15.0,13.0,57.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
1650,2029,5,6,CRYSTALCAVES,Cart Balancer (Assessment),35,975.0,496.0,161.0,18.0,35.0,4.0,39.0,1.0,36.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,176.0,36.0,34.0,173.0,36.0,34.0,5.0,218.0,78.0,15.0,55.0,276.0,13.0,32.0,16.0,2.0,0.0,294.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,13.0,13.0,43.0,44.0,0.0,0.0,74.0
1742,1966,4,14,CRYSTALCAVES,Cart Balancer (Assessment),43,595.0,888.0,236.0,23.0,43.0,4.0,62.0,1.0,54.0,1.0,6.0,6.0,5.0,1.0,3.0,7.0,2.0,4.0,175.0,30.0,42.0,171.0,30.0,42.0,9.0,202.0,20.0,0.0,49.0,256.0,6.0,49.0,25.0,6.0,0.0,401.0,0.0,0.0,2.0,22.0,2.0,0.0,0.0,0.0,2.0,2.0,64.0,73.0,0.0,38.0,61.0
1914,2103,4,14,MAGMAPEAK,Cauldron Filler (Assessment),48,595.0,888.0,405.0,26.0,48.0,6.0,65.0,1.0,57.0,1.0,6.0,6.0,5.0,1.0,3.0,7.0,2.0,4.0,185.0,36.0,47.0,181.0,36.0,47.0,9.0,225.0,20.0,0.0,63.0,299.0,6.0,52.0,32.0,6.0,0.0,420.0,0.0,0.0,2.0,30.0,2.0,0.0,0.0,0.0,2.0,2.0,64.0,73.0,63.0,144.0,61.0
1849,2056,4,14,CRYSTALCAVES,Chest Sorter (Assessment),45,595.0,888.0,342.0,24.0,45.0,5.0,63.0,1.0,55.0,1.0,6.0,6.0,5.0,1.0,3.0,7.0,2.0,4.0,178.0,35.0,44.0,174.0,35.0,44.0,9.0,219.0,20.0,0.0,59.0,291.0,6.0,52.0,30.0,6.0,0.0,407.0,0.0,0.0,2.0,28.0,2.0,0.0,0.0,0.0,2.0,2.0,64.0,73.0,0.0,144.0,61.0
1713,1933,4,14,TREETOPCITY,Bird Measurer (Assessment),40,595.0,888.0,209.0,21.0,40.0,3.0,61.0,1.0,53.0,1.0,6.0,6.0,5.0,1.0,3.0,7.0,2.0,4.0,173.0,30.0,41.0,169.0,30.0,41.0,9.0,194.0,20.0,0.0,49.0,248.0,6.0,49.0,25.0,6.0,0.0,401.0,0.0,0.0,2.0,21.0,2.0,0.0,0.0,0.0,2.0,2.0,64.0,73.0,0.0,38.0,34.0
1648,1847,4,14,TREETOPCITY,Mushroom Sorter (Assessment),38,595.0,888.0,145.0,20.0,38.0,2.0,59.0,1.0,51.0,1.0,6.0,6.0,5.0,1.0,3.0,7.0,2.0,4.0,169.0,29.0,40.0,165.0,29.0,40.0,9.0,191.0,20.0,0.0,43.0,233.0,6.0,47.0,21.0,6.0,0.0,389.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,73.0,0.0,38.0,34.0
41,39,1,0,CRYSTALCAVES,Chest Sorter (Assessment),1,0.0,0.0,41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,12.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0
1171,1739,2,12,TREETOPCITY,Mushroom Sorter (Assessment),11,943.0,128.0,94.0,3.0,11.0,1.0,5.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,132.0,3.0,8.0,131.0,3.0,8.0,3.0,185.0,0.0,49.0,61.0,228.0,0.0,10.0,5.0,0.0,0.0,312.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0
60,69,1,0,MAGMAPEAK,Cauldron Filler (Assessment),4,0.0,0.0,57.0,3.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0
232,250,1,0,TREETOPCITY,Mushroom Sorter (Assessment),10,78.0,46.0,102.0,6.0,10.0,1.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,9.0,27.0,2.0,9.0,1.0,36.0,0.0,0.0,5.0,36.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,57.0,0.0,0.0
437,604,1,0,CRYSTALCAVES,Chest Sorter (Assessment),17,25.0,327.0,75.0,10.0,17.0,2.0,26.0,0.0,24.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,40.0,6.0,26.0,40.0,6.0,25.0,4.0,60.0,0.0,0.0,16.0,57.0,0.0,5.0,10.0,3.0,0.0,48.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,35.0
163,211,1,0,CRYSTALCAVES,Cart Balancer (Assessment),12,0.0,119.0,35.0,9.0,12.0,1.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,17.0,4.0,8.0,17.0,4.0,8.0,2.0,17.0,0.0,0.0,0.0,31.0,0.0,2.0,9.0,3.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
788,626,1,0,MAGMAPEAK,Cauldron Filler (Assessment),9,215.0,522.0,48.0,3.0,9.0,1.0,70.0,0.0,66.0,0.0,16.0,15.0,0.0,0.0,0.0,11.0,6.0,5.0,101.0,12.0,18.0,100.0,12.0,18.0,1.0,91.0,11.0,0.0,2.0,47.0,0.0,11.0,0.0,0.0,0.0,161.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0
889,1149,1,0,MAGMAPEAK,Cauldron Filler (Assessment),10,481.0,341.0,63.0,4.0,10.0,1.0,34.0,2.0,31.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,82.0,10.0,23.0,80.0,10.0,23.0,3.0,85.0,164.0,0.0,12.0,81.0,11.0,10.0,5.0,2.0,0.0,175.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,4.0,6.0,6.0,0.0,0.0,63.0,0.0,0.0
1323,1704,1,0,CRYSTALCAVES,Cart Balancer (Assessment),20,697.0,508.0,108.0,10.0,20.0,2.0,43.0,2.0,39.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,3.0,106.0,24.0,32.0,103.0,24.0,32.0,5.0,149.0,164.0,3.0,12.0,197.0,11.0,53.0,11.0,2.0,0.0,248.0,0.0,0.0,2.0,7.0,0.0,0.0,4.0,4.0,6.0,6.0,0.0,0.0,63.0,0.0,45.0
1975,2090,1,0,MAGMAPEAK,Cauldron Filler (Assessment),15,962.0,911.0,99.0,3.0,15.0,1.0,59.0,5.0,55.0,5.0,8.0,7.0,2.0,1.0,1.0,6.0,3.0,3.0,203.0,33.0,39.0,201.0,32.0,38.0,4.0,177.0,66.0,0.0,12.0,230.0,13.0,48.0,41.0,5.0,0.0,579.0,0.0,0.0,4.0,4.0,0.0,68.0,0.0,0.0,4.0,3.0,0.0,0.0,99.0,0.0,0.0
518,892,2,3,MAGMAPEAK,Cauldron Filler (Assessment),15,352.0,134.0,25.0,7.0,15.0,0.0,17.0,0.0,12.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,71.0,3.0,4.0,68.0,3.0,4.0,4.0,45.0,20.0,0.0,7.0,74.0,6.0,21.0,0.0,0.0,0.0,121.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,25.0,0.0,0.0
1243,1672,3,5,CRYSTALCAVES,Chest Sorter (Assessment),32,498.0,637.0,91.0,17.0,32.0,1.0,31.0,0.0,26.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,130.0,55.0,27.0,128.0,55.0,26.0,6.0,129.0,34.0,1.0,43.0,220.0,0.0,34.0,15.0,2.0,0.0,198.0,0.0,3.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,13.0
2938,4145,5,16,TREETOPCITY,Mushroom Sorter (Assessment),79,954.0,1574.0,372.0,38.0,79.0,7.0,91.0,4.0,79.0,3.0,0.0,0.0,5.0,3.0,1.0,6.0,0.0,5.0,337.0,99.0,83.0,328.0,99.0,82.0,16.0,373.0,34.0,1.0,91.0,421.0,0.0,68.0,27.0,3.0,2.0,521.0,0.0,3.0,2.0,60.0,3.0,2.0,0.0,0.0,0.0,0.0,55.0,101.0,36.0,149.0,31.0
2854,4060,4,7,MAGMAPEAK,Cauldron Filler (Assessment),75,917.0,1574.0,327.0,36.0,75.0,6.0,90.0,3.0,78.0,2.0,0.0,0.0,5.0,3.0,1.0,6.0,0.0,5.0,329.0,99.0,79.0,321.0,99.0,78.0,16.0,362.0,34.0,1.0,81.0,411.0,0.0,68.0,27.0,3.0,2.0,501.0,0.0,3.0,2.0,59.0,3.0,2.0,0.0,0.0,0.0,0.0,55.0,56.0,36.0,149.0,31.0
693,977,3,5,CRYSTALCAVES,Cart Balancer (Assessment),17,385.0,286.0,13.0,9.0,17.0,1.0,13.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,79.0,31.0,13.0,78.0,31.0,13.0,3.0,79.0,28.0,1.0,0.0,147.0,0.0,24.0,13.0,2.0,0.0,99.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
3349,4505,5,16,TREETOPCITY,Bird Measurer (Assessment),84,1084.0,1766.0,459.0,40.0,84.0,8.0,102.0,4.0,89.0,3.0,0.0,0.0,5.0,3.0,1.0,6.0,0.0,5.0,439.0,107.0,92.0,429.0,107.0,91.0,17.0,388.0,34.0,1.0,118.0,457.0,0.0,74.0,27.0,3.0,2.0,576.0,0.0,3.0,2.0,61.0,9.0,2.0,0.0,0.0,0.0,0.0,142.0,101.0,36.0,149.0,31.0
3090,4559,7,15,CRYSTALCAVES,Cart Balancer (Assessment),149,1981.0,799.0,201.0,109.0,149.0,1.0,61.0,3.0,50.0,3.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,2.0,481.0,41.0,64.0,470.0,39.0,64.0,8.0,354.0,21.0,40.0,87.0,503.0,50.0,87.0,14.0,2.0,0.0,445.0,0.0,0.0,1.0,8.0,2.0,3.0,1.0,1.0,13.0,12.0,40.0,48.0,19.0,0.0,94.0
2801,4173,4,5,TREETOPCITY,Mushroom Sorter (Assessment),126,1771.0,799.0,140.0,91.0,126.0,1.0,55.0,3.0,46.0,3.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,2.0,444.0,37.0,64.0,433.0,35.0,64.0,8.0,301.0,20.0,40.0,85.0,445.0,50.0,82.0,11.0,2.0,0.0,398.0,0.0,0.0,1.0,4.0,2.0,3.0,1.0,1.0,12.0,12.0,40.0,48.0,19.0,0.0,33.0
238,288,1,0,MAGMAPEAK,Cauldron Filler (Assessment),12,102.0,111.0,19.0,6.0,12.0,0.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,31.0,7.0,9.0,29.0,6.0,9.0,2.0,19.0,7.0,0.0,6.0,27.0,0.0,9.0,6.0,1.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,4.0,4.0,0.0,0.0,19.0,0.0,0.0
1118,1281,2,1,TREETOPCITY,Bird Measurer (Assessment),56,847.0,174.0,59.0,38.0,56.0,0.0,12.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,184.0,9.0,12.0,178.0,8.0,12.0,3.0,115.0,14.0,30.0,50.0,213.0,0.0,52.0,6.0,1.0,0.0,127.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,8.0,40.0,0.0,19.0,0.0,0.0
1134,1564,2,31,MAGMAPEAK,Cauldron Filler (Assessment),15,197.0,583.0,348.0,6.0,15.0,1.0,51.0,2.0,47.0,2.0,9.0,9.0,0.0,0.0,0.0,9.0,0.0,8.0,127.0,38.0,28.0,126.0,38.0,27.0,4.0,111.0,6.0,0.0,25.0,157.0,0.0,16.0,34.0,17.0,0.0,189.0,0.0,0.0,1.0,10.0,14.0,1.0,6.0,6.0,0.0,0.0,201.0,0.0,27.0,0.0,120.0
308,437,1,0,TREETOPCITY,Bird Measurer (Assessment),3,0.0,106.0,201.0,1.0,3.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,16.0,7.0,36.0,16.0,6.0,1.0,18.0,0.0,0.0,24.0,42.0,0.0,6.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0
915,1190,2,31,CRYSTALCAVES,Cart Balancer (Assessment),10,98.0,492.0,321.0,4.0,10.0,0.0,39.0,0.0,36.0,0.0,9.0,9.0,0.0,0.0,0.0,8.0,0.0,7.0,92.0,37.0,19.0,91.0,37.0,18.0,3.0,85.0,6.0,0.0,24.0,131.0,0.0,14.0,29.0,15.0,0.0,173.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,120.0
252,348,1,0,CRYSTALCAVES,Cart Balancer (Assessment),7,136.0,92.0,20.0,4.0,7.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,29.0,0.0,4.0,28.0,0.0,4.0,1.0,34.0,0.0,1.0,0.0,69.0,0.0,19.0,12.0,3.0,0.0,19.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
3018,3497,3,59,MAGMAPEAK,Cauldron Filler (Assessment),47,957.0,1999.0,39.0,23.0,47.0,1.0,94.0,9.0,85.0,6.0,19.0,18.0,5.0,5.0,0.0,19.0,1.0,18.0,321.0,114.0,86.0,313.0,113.0,84.0,14.0,251.0,297.0,0.0,33.0,123.0,25.0,30.0,33.0,7.0,0.0,750.0,0.0,2.0,6.0,1.0,0.0,0.0,34.0,34.0,10.0,10.0,0.0,10.0,29.0,0.0,0.0
1597,2228,2,4,TREETOPCITY,Bird Measurer (Assessment),63,661.0,762.0,131.0,43.0,63.0,1.0,31.0,1.0,21.0,0.0,4.0,3.0,3.0,0.0,3.0,5.0,2.0,3.0,217.0,33.0,19.0,213.0,31.0,18.0,11.0,119.0,21.0,0.0,36.0,180.0,0.0,35.0,15.0,2.0,3.0,493.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,39.0
351,579,1,0,CRYSTALCAVES,Cart Balancer (Assessment),11,97.0,208.0,39.0,7.0,11.0,1.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,39.0,13.0,7.0,39.0,13.0,6.0,2.0,25.0,9.0,0.0,0.0,61.0,0.0,13.0,12.0,2.0,0.0,77.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
2023,3661,7,25,MAGMAPEAK,Cauldron Filler (Assessment),31,738.0,752.0,521.0,12.0,31.0,5.0,44.0,4.0,38.0,4.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,230.0,16.0,37.0,227.0,16.0,37.0,4.0,159.0,12.0,0.0,53.0,263.0,0.0,43.0,26.0,2.0,0.0,730.0,10.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,60.0,300.0,92.0,69.0,0.0
